epoch,step,loss
1,1,2.4371542930603027
1,2,2.9425301551818848
1,3,2.3899521827697754
1,4,2.030811309814453
1,5,2.92022705078125
1,6,2.0421905517578125
1,7,3.148923397064209
1,8,2.2665066719055176
1,9,2.9231629371643066
1,10,2.999825954437256
1,11,2.7387614250183105
1,12,3.4265098571777344
1,13,2.658501148223877
1,14,2.2826180458068848
1,15,2.9800758361816406
1,16,2.3044347763061523
1,17,2.6521472930908203
1,18,2.978083610534668
1,19,2.374767780303955
1,20,2.6858131885528564
1,21,2.9485158920288086
1,22,1.9604084491729736
1,23,2.359595775604248
1,24,1.9194869995117188
1,25,3.118399143218994
1,26,1.8330810070037842
1,27,3.1777639389038086
1,28,2.366934299468994
1,29,1.9407498836517334
1,30,2.6520891189575195
1,31,2.5719618797302246
1,32,2.857372760772705
1,33,2.784627676010132
1,34,2.767514228820801
1,35,2.4318103790283203
1,36,2.3198084831237793
1,37,2.0988094806671143
1,38,2.2791404724121094
1,39,2.750291109085083
1,40,2.6733152866363525
1,41,2.00642991065979
1,42,1.8592870235443115
1,43,2.0993900299072266
1,44,1.6560337543487549
1,45,2.81304931640625
1,46,2.289699077606201
1,47,2.3950352668762207
1,48,1.5034241676330566
1,49,2.1572723388671875
1,50,2.1127536296844482
1,51,1.6404750347137451
1,52,2.108752727508545
1,53,1.6668915748596191
1,54,2.095954656600952
1,55,1.9860281944274902
1,56,1.9639451503753662
1,57,2.108264923095703
1,58,1.7792425155639648
1,59,1.8356146812438965
1,60,2.0830955505371094
1,61,2.0201668739318848
1,62,2.2772974967956543
1,63,2.1383352279663086
1,64,1.8255043029785156
1,65,1.7546743154525757
1,66,2.1602437496185303
1,67,1.6393492221832275
1,68,2.3396213054656982
1,69,2.3760316371917725
1,70,1.8333109617233276
1,71,1.4420764446258545
1,72,1.8985180854797363
1,73,1.9231117963790894
1,74,2.0374107360839844
1,75,1.7413393259048462
1,76,1.9332349300384521
1,77,1.5737180709838867
1,78,1.5519888401031494
1,79,1.8359081745147705
1,80,2.0715575218200684
1,81,1.9323393106460571
1,82,2.086421012878418
1,83,1.7907501459121704
1,84,1.3545812368392944
1,85,1.7845981121063232
1,86,1.6932899951934814
1,87,1.9089992046356201
1,88,1.9759879112243652
1,89,2.0481419563293457
1,90,1.5869308710098267
1,91,0.9421477317810059
1,92,2.0499026775360107
1,93,1.742387294769287
1,94,2.193117618560791
1,95,1.436100721359253
1,96,2.020399332046509
1,97,2.000840902328491
1,98,2.054579257965088
1,99,1.2407851219177246
1,100,1.9825233221054077
1,101,1.3962910175323486
1,102,1.5347211360931396
1,103,1.7452590465545654
1,104,1.2009809017181396
1,105,1.6134999990463257
1,106,2.4040870666503906
1,107,1.5638468265533447
1,108,0.9890657067298889
1,109,1.873394250869751
1,110,1.8867242336273193
1,111,1.7974648475646973
1,112,1.3682868480682373
1,113,1.6164405345916748
1,114,1.575202465057373
1,115,1.6409237384796143
1,116,1.4879271984100342
1,117,1.6415719985961914
1,118,1.7458882331848145
1,119,2.0279364585876465
1,120,1.3829264640808105
1,121,1.1599175930023193
1,122,1.9955304861068726
1,123,1.4936776161193848
1,124,1.4436156749725342
1,125,1.222515344619751
1,126,1.4167089462280273
1,127,1.409566879272461
1,128,1.6377809047698975
1,129,1.5409584045410156
1,130,1.2840763330459595
1,131,1.762392520904541
1,132,1.7111390829086304
1,133,1.803315281867981
1,134,2.0481159687042236
1,135,0.976085901260376
1,136,1.322723150253296
1,137,1.7241051197052002
1,138,2.4332594871520996
1,139,1.8029465675354004
1,140,1.4186081886291504
1,141,1.4648349285125732
1,142,2.0898756980895996
1,143,1.90370512008667
1,144,1.5895626544952393
1,145,1.2034220695495605
1,146,1.2554867267608643
1,147,1.0969974994659424
1,148,1.5216517448425293
1,149,1.2040486335754395
1,150,1.3888026475906372
1,151,1.7376410961151123
1,152,1.3585073947906494
1,153,1.8177422285079956
1,154,1.0288987159729004
1,155,1.5809173583984375
1,156,1.6619651317596436
1,157,1.5372121334075928
1,158,1.754776954650879
1,159,1.3779916763305664
1,160,2.333921432495117
1,161,1.6287651062011719
1,162,1.644968867301941
1,163,2.0543625354766846
1,164,1.3402445316314697
1,165,1.3526670932769775
1,166,1.1157240867614746
1,167,1.2791740894317627
1,168,1.9820225238800049
1,169,1.436523199081421
1,170,2.177454710006714
1,171,1.2685503959655762
1,172,1.727260947227478
1,173,1.383737325668335
1,174,1.5767921209335327
1,175,1.3832457065582275
1,176,1.9259657859802246
1,177,1.4782071113586426
1,178,1.8267155885696411
1,179,1.595077395439148
1,180,1.064157485961914
1,181,1.4672330617904663
1,182,2.1021227836608887
1,183,1.7200491428375244
1,184,0.8782381415367126
1,185,1.8893468379974365
1,186,2.0574140548706055
1,187,1.6500897407531738
1,188,1.9428603649139404
1,189,0.9834589958190918
1,190,1.9048333168029785
1,191,1.0615429878234863
1,192,1.7696527242660522
1,193,1.852879524230957
1,194,1.9283843040466309
1,195,1.2450144290924072
1,196,1.7421939373016357
1,197,1.419543743133545
1,198,1.392526388168335
1,199,2.2440357208251953
1,200,1.6580406427383423
1,201,1.4713008403778076
1,202,1.3408088684082031
1,203,2.2710161209106445
1,204,1.7420876026153564
1,205,2.0513317584991455
1,206,1.3381783962249756
1,207,1.4061403274536133
1,208,0.8152496814727783
1,209,1.229111671447754
1,210,1.3683829307556152
1,211,1.7791244983673096
1,212,1.3868306875228882
1,213,1.345240831375122
1,214,2.123684883117676
1,215,1.7427337169647217
1,216,1.6056175231933594
1,217,1.3340001106262207
1,218,1.7529239654541016
1,219,1.5925655364990234
1,220,1.3346366882324219
1,221,0.9970634579658508
1,222,1.3277735710144043
1,223,1.8305824995040894
1,224,1.0810439586639404
1,225,1.343315601348877
1,226,1.039153814315796
1,227,1.9036786556243896
1,228,1.6272022724151611
1,229,1.699389934539795
1,230,1.2199076414108276
1,231,1.5777307748794556
1,232,0.8621571063995361
1,233,1.0543310642242432
1,234,1.252821445465088
1,235,1.6267359256744385
1,236,1.3513444662094116
1,237,1.7193870544433594
1,238,1.4055768251419067
1,239,1.342379093170166
1,240,1.2412481307983398
1,241,1.2465088367462158
1,242,2.0605249404907227
1,243,1.673607349395752
1,244,1.6843725442886353
1,245,1.8093297481536865
1,246,1.6067192554473877
1,247,1.4384181499481201
1,248,1.262873649597168
1,249,1.4062120914459229
1,250,1.5284978151321411
1,251,1.8342870473861694
1,252,1.5522968769073486
1,253,0.9902356266975403
1,254,1.6303220987319946
2,1,1.482142686843872
2,2,0.8213229179382324
2,3,1.18016517162323
2,4,1.8919885158538818
2,5,1.7395001649856567
2,6,1.4775614738464355
2,7,0.9470415115356445
2,8,1.1119753122329712
2,9,1.6811354160308838
2,10,1.707764983177185
2,11,1.1109321117401123
2,12,0.9228143095970154
2,13,1.2429687976837158
2,14,2.137279510498047
2,15,1.2836863994598389
2,16,1.166827917098999
2,17,1.7741544246673584
2,18,0.8945440053939819
2,19,1.7069246768951416
2,20,1.4084393978118896
2,21,1.1184378862380981
2,22,1.3526238203048706
2,23,1.5393149852752686
2,24,1.7307965755462646
2,25,1.821727991104126
2,26,1.1586071252822876
2,27,1.368607759475708
2,28,0.9015823006629944
2,29,1.2516095638275146
2,30,1.537886619567871
2,31,1.7606085538864136
2,32,1.5143277645111084
2,33,0.9526160955429077
2,34,1.5722609758377075
2,35,1.5410714149475098
2,36,1.2849968671798706
2,37,1.2127389907836914
2,38,1.2336536645889282
2,39,1.6716487407684326
2,40,1.6517508029937744
2,41,1.303538203239441
2,42,1.2456622123718262
2,43,1.2577265501022339
2,44,0.9990906119346619
2,45,1.2301738262176514
2,46,1.4635608196258545
2,47,1.4291929006576538
2,48,1.3973939418792725
2,49,1.0870606899261475
2,50,1.7013938426971436
2,51,1.8634824752807617
2,52,1.0765732526779175
2,53,1.652052402496338
2,54,1.0270915031433105
2,55,1.364879846572876
2,56,0.958622932434082
2,57,1.515059232711792
2,58,1.491112232208252
2,59,1.4830443859100342
2,60,1.0658254623413086
2,61,1.2756308317184448
2,62,1.2997498512268066
2,63,1.7471139430999756
2,64,1.068408489227295
2,65,1.2220659255981445
2,66,0.8999687433242798
2,67,2.479093074798584
2,68,1.6494123935699463
2,69,1.3573553562164307
2,70,1.612069845199585
2,71,1.6806914806365967
2,72,1.3769642114639282
2,73,1.043904423713684
2,74,1.903828501701355
2,75,1.6505391597747803
2,76,1.438849687576294
2,77,1.586409330368042
2,78,1.5224907398223877
2,79,1.6723582744598389
2,80,1.4538586139678955
2,81,1.2234227657318115
2,82,1.4800114631652832
2,83,1.484349250793457
2,84,1.9014452695846558
2,85,1.5833885669708252
2,86,1.4570746421813965
2,87,1.1711024045944214
2,88,1.463411569595337
2,89,1.9975228309631348
2,90,1.2030887603759766
2,91,1.0482192039489746
2,92,1.2792308330535889
2,93,1.557420253753662
2,94,1.5819554328918457
2,95,1.518122911453247
2,96,1.4854223728179932
2,97,1.6181366443634033
2,98,1.2223708629608154
2,99,1.917525053024292
2,100,1.9195303916931152
2,101,1.5663130283355713
2,102,1.920870065689087
2,103,1.3812832832336426
2,104,1.09434175491333
2,105,1.4442048072814941
2,106,1.2572219371795654
2,107,1.252626895904541
2,108,1.5978505611419678
2,109,1.4534821510314941
2,110,1.764352560043335
2,111,0.7122563123703003
2,112,1.6533259153366089
2,113,1.5074293613433838
2,114,1.0758309364318848
2,115,1.2477145195007324
2,116,1.482684850692749
2,117,0.9714381098747253
2,118,1.2158591747283936
2,119,1.5975979566574097
2,120,1.1495311260223389
2,121,1.315493106842041
2,122,1.2553887367248535
2,123,1.2467880249023438
2,124,1.4384223222732544
2,125,1.163488507270813
2,126,1.0680034160614014
2,127,1.1973780393600464
2,128,1.385410189628601
2,129,1.0938942432403564
2,130,1.6907355785369873
2,131,1.6547532081604004
2,132,1.024970293045044
2,133,1.3871583938598633
2,134,1.2210381031036377
2,135,1.2480696439743042
2,136,1.2603449821472168
2,137,1.8917617797851562
2,138,1.8168268203735352
2,139,0.6410052180290222
2,140,1.4027650356292725
2,141,1.5401521921157837
2,142,1.0386422872543335
2,143,1.6502091884613037
2,144,1.424636960029602
2,145,1.5363738536834717
2,146,1.4392836093902588
2,147,0.9241542220115662
2,148,1.306903600692749
2,149,1.2654194831848145
2,150,1.1501941680908203
2,151,0.9287155270576477
2,152,1.0982775688171387
2,153,1.1141469478607178
2,154,1.6603493690490723
2,155,1.3727543354034424
2,156,1.2857513427734375
2,157,1.2274956703186035
2,158,1.0787488222122192
2,159,1.719635248184204
2,160,1.8018707036972046
2,161,1.0137557983398438
2,162,1.1897685527801514
2,163,1.132535457611084
2,164,1.1894474029541016
2,165,1.2062749862670898
2,166,1.2827749252319336
2,167,1.4820667505264282
2,168,1.558264970779419
2,169,1.2494162321090698
2,170,1.8719751834869385
2,171,0.9609631896018982
2,172,1.1075642108917236
2,173,1.6913037300109863
2,174,0.9826119542121887
2,175,1.9487833976745605
2,176,1.154794454574585
2,177,1.6066856384277344
2,178,1.322248935699463
2,179,1.6001627445220947
2,180,1.4381921291351318
2,181,1.1967296600341797
2,182,1.328774333000183
2,183,1.3940941095352173
2,184,1.2478442192077637
2,185,1.1083709001541138
2,186,1.047900915145874
2,187,1.3739805221557617
2,188,1.1871658563613892
2,189,1.226017713546753
2,190,1.347780704498291
2,191,1.203474998474121
2,192,1.049938678741455
2,193,1.2804597616195679
2,194,1.3045127391815186
2,195,1.9125988483428955
2,196,1.591191291809082
2,197,1.201688528060913
2,198,1.473200798034668
2,199,1.1238503456115723
2,200,1.3314050436019897
2,201,0.9520021677017212
2,202,1.3358302116394043
2,203,1.256218671798706
2,204,1.9939537048339844
2,205,1.533552646636963
2,206,0.8869401812553406
2,207,0.8010930418968201
2,208,1.4291722774505615
2,209,1.3057115077972412
2,210,1.7395334243774414
2,211,1.3610680103302002
2,212,1.4812870025634766
2,213,1.0576350688934326
2,214,1.1813864707946777
2,215,1.48113214969635
2,216,1.6305177211761475
2,217,1.0159720182418823
2,218,1.0495835542678833
2,219,1.3370015621185303
2,220,1.5357260704040527
2,221,1.4354593753814697
2,222,1.1051065921783447
2,223,1.375856876373291
2,224,2.247194766998291
2,225,1.1153451204299927
2,226,1.8419792652130127
2,227,2.1471927165985107
2,228,1.0332636833190918
2,229,0.8467913866043091
2,230,1.7488874197006226
2,231,1.0366885662078857
2,232,1.6624441146850586
2,233,1.4590396881103516
2,234,1.3328797817230225
2,235,1.2587378025054932
2,236,1.4087738990783691
2,237,1.3415571451187134
2,238,1.2734553813934326
2,239,1.202122688293457
2,240,0.7171002626419067
2,241,0.953460693359375
2,242,1.8377079963684082
2,243,1.2311221361160278
2,244,1.75653076171875
2,245,0.7646600008010864
2,246,1.5658507347106934
2,247,1.3923145532608032
2,248,1.9202674627304077
2,249,1.1031690835952759
2,250,1.2819697856903076
2,251,1.3574649095535278
2,252,1.4781506061553955
2,253,0.9404779076576233
2,254,1.587764024734497
